AP018499.1_LLCC_1613	AP007209.1_BCN_1214	45.3
AP018499.1_LLCC_1613	AP007209.1_BCN_0066	39.3
AP018499.1_LLCC_1613	AP007209.1_BCN_4774	27.8
AP018499.1_LLCC_2377	AP007209.1_BCN_4046	35.6
AP018499.1_LLCC_0413	AP007209.1_BCN_0318	61.9
AP018499.1_LLCC_1820	AP007209.1_BCN_4396	49.2
AP018499.1_LLCC_1820	AP007209.1_BCN_0849	47.2
AP018499.1_LLCC_1363	AP007209.1_BCN_4824	41.8
AP018499.1_LLCC_0343	AP007209.1_BCN_0516	59.7
AP018499.1_LLCC_1294	AP007209.1_BCN_1172	47.1
AP018499.1_LLCC_1294	AP007209.1_BCN_3306	37.1
AP018499.1_LLCC_2298	AP007209.1_BCN_4087	43.9
AP018499.1_LLCC_0196	AP007209.1_BCN_0237	40.7
AP018499.1_LLCC_0196	AP007209.1_BCN_2480	33.7
AP018499.1_LLCC_0488	AP007209.1_BCN_4224	45.1
AP018499.1_LLCC_2303	AP007209.1_BCN_0152	49.1
AP018499.1_LLCC_0377	AP007209.1_BCN_1196	41.0
AP018499.1_LLCC_0395	AP007209.1_BCN_3693	54.1
AP018499.1_LLCC_2485	AP007209.1_BCN_1963	37.0
AP018499.1_LLCC_2485	AP007209.1_BCN_0796	34.5
AP018499.1_LLCC_2485	AP007209.1_BCN_4743	23.9
AP018499.1_LLCC_2485	AP007209.1_BCN_5010	23.3
AP018499.1_LLCC_0143	AP007209.1_BCN_4601	45.8
AP018499.1_LLCC_0574	AP007209.1_BCN_1115	29.8
AP018499.1_LLCC_0962	AP007209.1_BCN_1927	48.6
AP018499.1_LLCC_1003	AP007209.1_BCN_3547	52.9
AP018499.1_LLCC_1003	AP007209.1_BCN_5164	52.4
AP018499.1_LLCC_1003	AP007209.1_BCN_0660	28.7
AP018499.1_LLCC_1003	AP007209.1_BCN_0781	49.0
AP018499.1_LLCC_0487	AP007209.1_BCN_4223	49.5
AP018499.1_LLCC_1576	AP007209.1_BCN_5336	35.6
AP018499.1_LLCC_1576	AP007209.1_BCN_3163	34.8
