locus;presence;unique
CP001037_1_Npun_R5915;5.555555555555555;True
CP001037_1_Npun_R5025;5.555555555555555;True
CP001037_1_Npun_F0220;44.44444444444444;True
CP001037_1_Npun_R1785;11.11111111111111;False
CP001037_1_Npun_R4587;5.555555555555555;True
CP001037_1_Npun_R4418;5.555555555555555;True
CP001037_1_Npun_F5311;5.555555555555555;True
CP001037_1_Npun_R4816;5.555555555555555;True
CP001037_1_Npun_F4520;5.555555555555555;True
CP001037_1_Npun_R5772;5.555555555555555;True
CP001037_1_Npun_F3993;5.555555555555555;True
CP001037_1_Npun_F6233;16.666666666666664;True
CP001037_1_Npun_R5650;27.77777777777778;False
CP001037_1_Npun_R6521;22.22222222222222;True
CP001037_1_Npun_R4266;16.666666666666664;True
CP001037_1_Npun_R0641;5.555555555555555;True
CP001037_1_Npun_F6100;100.0;False
CP001037_1_Npun_F1023;72.22222222222221;False
CP001037_1_Npun_R5647;44.44444444444444;True
CP001037_1_Npun_F0524;5.555555555555555;True
CP001037_1_Npun_F1340;5.555555555555555;True
CP001037_1_Npun_F3951;55.55555555555556;True
CP001037_1_Npun_R0983;5.555555555555555;True
CP001037_1_Npun_F1204;5.555555555555555;True
CP001037_1_Npun_R4883;16.666666666666664;True
CP001037_1_Npun_R2696;5.555555555555555;True
CP001037_1_Npun_R0640;5.555555555555555;True
CP001037_1_Npun_F5295;5.555555555555555;True
CP001037_1_Npun_R0911;5.555555555555555;True
CP001037_1_Npun_R1831;5.555555555555555;True
CP001037_1_Npun_R3984;11.11111111111111;False
CP001037_1_Npun_F2857;100.0;False
CP001037_1_Npun_F1767;5.555555555555555;True
CP001037_1_Npun_R2605;5.555555555555555;True
CP001037_1_Npun_F4715;27.77777777777778;True
CP001037_1_Npun_R6595;5.555555555555555;True
CP001037_1_Npun_F1048;5.555555555555555;True
CP001037_1_Npun_F2282;5.555555555555555;True
CP001037_1_Npun_F6223;50.0;False
CP001037_1_Npun_R0248;22.22222222222222;False
CP001037_1_Npun_F0077;5.555555555555555;True
CP001037_1_Npun_F5448;11.11111111111111;True
CP001037_1_Npun_F1003;5.555555555555555;True
CP001037_1_Npun_F6163;11.11111111111111;True
CP001037_1_Npun_F0456;5.555555555555555;True
CP001037_1_Npun_F5825;100.0;True
CP001037_1_Npun_F3227;5.555555555555555;True
CP001037_1_Npun_R5277;5.555555555555555;True
CP001037_1_Npun_F4523;11.11111111111111;False
CP001037_1_Npun_R5752;5.555555555555555;True
CP001037_1_Npun_F6396;5.555555555555555;True
CP001037_1_Npun_R6510;5.555555555555555;True
CP001037_1_Npun_R4581;5.555555555555555;True
CP001037_1_Npun_F2923;5.555555555555555;True
CP001037_1_Npun_R1251;5.555555555555555;True
CP001037_1_Npun_R5312;5.555555555555555;True
CP001037_1_Npun_R5547;66.66666666666666;False
CP001037_1_Npun_F3282;11.11111111111111;True
CP001037_1_Npun_R5733;11.11111111111111;True
CP001037_1_Npun_F2808;61.111111111111114;False
CP001037_1_Npun_F4726;11.11111111111111;True
CP001037_1_Npun_R5823;61.111111111111114;False
CP001037_1_Npun_F5450;5.555555555555555;True
CP001037_1_Npun_F2820;5.555555555555555;True
CP001037_1_Npun_F3132;11.11111111111111;True
CP001037_1_Npun_R3353;5.555555555555555;True
CP001037_1_Npun_R5555;5.555555555555555;True
CP001037_1_Npun_F1407;5.555555555555555;True
CP001037_1_Npun_F0098;72.22222222222221;True
CP001037_1_Npun_R4685;5.555555555555555;True
CP001037_1_Npun_R4207;5.555555555555555;True
CP001037_1_Npun_R3028;5.555555555555555;True
CP001037_1_Npun_R5675;22.22222222222222;False
CP001037_1_Npun_R4700;5.555555555555555;True
CP001037_1_Npun_R3708;55.55555555555556;False
CP001037_1_Npun_R6006;5.555555555555555;True
CP001037_1_Npun_R4542;5.555555555555555;True
CP001037_1_Npun_F4985;100.0;True
CP001037_1_Npun_R0661;5.555555555555555;True
CP001037_1_Npun_F2879;11.11111111111111;True
CP001037_1_Npun_F4521;66.66666666666666;False
CP001037_1_Npun_F3179;11.11111111111111;False
CP001037_1_Npun_R4390;88.88888888888889;True
CP001037_1_Npun_R0367;5.555555555555555;True
CP001037_1_Npun_R1093;5.555555555555555;True
CP001037_1_Npun_F5059;11.11111111111111;True
CP001037_1_Npun_F6518;5.555555555555555;True
CP001037_1_Npun_R6409;5.555555555555555;True
CP001037_1_Npun_F3073;27.77777777777778;True
CP001037_1_Npun_F3614;5.555555555555555;True
CP001037_1_Npun_R5585;22.22222222222222;True
CP001037_1_Npun_F1160;5.555555555555555;True
CP001037_1_Npun_R5095;38.88888888888889;False
CP001037_1_Npun_R0638;11.11111111111111;True
CP001037_1_Npun_R4741;5.555555555555555;True
CP001037_1_Npun_F4459;77.77777777777779;True
CP001037_1_Npun_R4069;33.33333333333333;True
CP001037_1_Npun_R5804;5.555555555555555;True
CP001037_1_Npun_R2557;11.11111111111111;True
CP001037_1_Npun_F4396;11.11111111111111;True
CP001037_1_Npun_R5185;5.555555555555555;True
CP001037_1_Npun_F0814;5.555555555555555;True
CP001037_1_Npun_F5459;66.66666666666666;True
CP001037_1_Npun_R0602;11.11111111111111;True
CP001037_1_Npun_F5709;38.88888888888889;False
CP001037_1_Npun_R5132;38.88888888888889;False
CP001037_1_Npun_F1592;61.111111111111114;True
CP001037_1_Npun_R5221;11.11111111111111;True
CP001037_1_Npun_R4512;5.555555555555555;True
CP001037_1_Npun_F0055;5.555555555555555;True
CP001037_1_Npun_R1331;61.111111111111114;True
CP001037_1_Npun_F4489;5.555555555555555;True
CP001037_1_Npun_R6495;5.555555555555555;True
CP001037_1_Npun_R4993;5.555555555555555;True
CP001037_1_Npun_F1530;5.555555555555555;True
CP001037_1_Npun_R5981;5.555555555555555;True
CP001037_1_Npun_F5562;27.77777777777778;True
CP001037_1_Npun_F6505;5.555555555555555;True
CP001037_1_Npun_R2662;5.555555555555555;True
CP001037_1_Npun_F2730;11.11111111111111;True
CP001037_1_Npun_R2415;33.33333333333333;False
CP001037_1_Npun_F6469;33.33333333333333;False
CP001037_1_Npun_R4982;83.33333333333334;False
CP001037_1_Npun_R1556;5.555555555555555;True
CP001037_1_Npun_R0679;5.555555555555555;True
CP001037_1_Npun_R6428;5.555555555555555;True
CP001037_1_Npun_R6401;27.77777777777778;True
CP001037_1_Npun_R4176;44.44444444444444;False
CP001037_1_Npun_F4230;5.555555555555555;True
CP001037_1_Npun_R4106;5.555555555555555;True
CP001037_1_Npun_R4719;33.33333333333333;True
CP001037_1_Npun_R5170;5.555555555555555;True
CP001037_1_Npun_F0856;16.666666666666664;True
CP001037_1_Npun_R1136;11.11111111111111;True
CP001037_1_Npun_R4104;38.88888888888889;True
CP001037_1_Npun_F2752;27.77777777777778;True
CP001037_1_Npun_F4139;5.555555555555555;True
CP001037_1_Npun_F0001;94.44444444444444;False
CP001037_1_Npun_R5579;5.555555555555555;True
CP001037_1_Npun_F4020;11.11111111111111;True
CP001037_1_Npun_F5016;5.555555555555555;True
CP001037_1_Npun_F5935;5.555555555555555;True
CP001037_1_Npun_F0215;5.555555555555555;True
CP001037_1_Npun_F6093;33.33333333333333;False
CP001037_1_Npun_F1208;5.555555555555555;True
CP001037_1_Npun_R6607;11.11111111111111;True
CP001037_1_Npun_R3440;38.88888888888889;False
CP001037_1_Npun_R0841;11.11111111111111;False
CP001037_1_Npun_F4803;44.44444444444444;True
CP001037_1_Npun_R2692;5.555555555555555;True
CP001037_1_Npun_R2850;27.77777777777778;True
CP001037_1_Npun_R3805;5.555555555555555;True
CP001037_1_Npun_R1575;5.555555555555555;True
CP001037_1_Npun_F2156;5.555555555555555;True
CP001037_1_Npun_R5787;94.44444444444444;True
CP001037_1_Npun_R3479;16.666666666666664;False
CP001037_1_Npun_R1539;5.555555555555555;True
CP001037_1_Npun_F4481;5.555555555555555;True
CP001037_1_Npun_R4099;11.11111111111111;True
CP001037_1_Npun_R4193;72.22222222222221;True
CP001037_1_Npun_F5127;5.555555555555555;True
CP001037_1_Npun_F0616;11.11111111111111;True
CP001037_1_Npun_F4024;50.0;False
CP001037_1_Npun_R3508;100.0;False
CP001037_1_Npun_R5569;94.44444444444444;True
CP001037_1_Npun_F2391;38.88888888888889;False
CP001037_1_Npun_R2828;5.555555555555555;True
CP001037_1_Npun_R4665;61.111111111111114;False
CP001037_1_Npun_R4911;44.44444444444444;True
CP001037_1_Npun_R1915;5.555555555555555;True
CP001037_1_Npun_R5288;5.555555555555555;True
CP001037_1_Npun_F1969;5.555555555555555;True
CP001037_1_Npun_F6136;100.0;False
CP001037_1_Npun_F5952;5.555555555555555;True
CP001037_1_Npun_F0271;16.666666666666664;True
CP001037_1_Npun_F4514;44.44444444444444;False
CP001037_1_Npun_R5618;5.555555555555555;True
CP001037_1_Npun_F2878;22.22222222222222;True
CP001037_1_Npun_F3042;5.555555555555555;True
CP001037_1_Npun_F4255;5.555555555555555;True
CP001037_1_Npun_F3458;100.0;False
CP001037_1_Npun_F0065;66.66666666666666;False
CP001037_1_Npun_R0684;11.11111111111111;True
CP001037_1_Npun_R4477;5.555555555555555;True
CP001037_1_Npun_R4705;5.555555555555555;True
CP001037_1_Npun_F0772;5.555555555555555;True
CP001037_1_Npun_F5008;44.44444444444444;False
CP001037_1_Npun_R1699;22.22222222222222;True
CP001037_1_Npun_R1427;5.555555555555555;True
CP001037_1_Npun_F5444;72.22222222222221;True
CP001037_1_Npun_F0770;5.555555555555555;True
CP001037_1_Npun_F2914;100.0;False
CP001037_1_Npun_R6215;27.77777777777778;True
CP001037_1_Npun_F6583;44.44444444444444;True
CP001037_1_Npun_F0907;72.22222222222221;True
CP001037_1_Npun_F4575;22.22222222222222;True
CP001037_1_Npun_R0573;11.11111111111111;True
CP001037_1_Npun_F6500;22.22222222222222;True
CP001037_1_Npun_R2577;5.555555555555555;True
CP001037_1_Npun_F1309;33.33333333333333;True
CP001037_1_Npun_R0239;5.555555555555555;True
CP001037_1_Npun_F1671;5.555555555555555;True
CP001037_1_Npun_F2742;5.555555555555555;True
CP001037_1_Npun_R4929;5.555555555555555;True
CP001037_1_Npun_R1026;55.55555555555556;False
CP001037_1_Npun_R5371;5.555555555555555;True
CP001037_1_Npun_F2374;100.0;False
CP001037_1_Npun_R5098;5.555555555555555;True
CP001037_1_Npun_R2579;5.555555555555555;True
CP001037_1_Npun_F5512;5.555555555555555;True
CP001037_1_Npun_R5387;94.44444444444444;False
CP001037_1_Npun_F5767;5.555555555555555;True
CP001037_1_Npun_R5590;5.555555555555555;True
CP001037_1_Npun_F0851;100.0;False
CP001037_1_Npun_F2831;94.44444444444444;False
CP001037_1_Npun_R2318;5.555555555555555;True
CP001037_1_Npun_R1268;11.11111111111111;True
CP001037_1_Npun_R4945;55.55555555555556;False
CP001037_1_Npun_F2817;27.77777777777778;False
CP001037_1_Npun_F3898;5.555555555555555;True
CP001037_1_Npun_F4839;5.555555555555555;True
CP001037_1_Npun_F3630;11.11111111111111;True
CP001037_1_Npun_F3561;5.555555555555555;True
CP001037_1_Npun_F4874;77.77777777777779;False
CP001037_1_Npun_F3072;11.11111111111111;True
CP001037_1_Npun_F1520;5.555555555555555;True
CP001037_1_Npun_F2866;38.88888888888889;False
CP001037_1_Npun_F2400;5.555555555555555;True
CP001037_1_Npun_F3248;5.555555555555555;True
CP001037_1_Npun_R2060;5.555555555555555;True
CP001037_1_Npun_R1002;5.555555555555555;True
CP001037_1_Npun_F2787;5.555555555555555;True
CP001037_1_Npun_F6004;55.55555555555556;True
CP001037_1_Npun_R6604;44.44444444444444;True
CP001037_1_Npun_R2372;11.11111111111111;True
CP001037_1_Npun_F3453;5.555555555555555;True
CP001037_1_Npun_R6027;77.77777777777779;False
CP001037_1_Npun_F1388;11.11111111111111;True
CP001037_1_Npun_F2905;5.555555555555555;True
CP001037_1_Npun_R6497;5.555555555555555;True
CP001037_1_Npun_F5765;5.555555555555555;True
CP001037_1_Npun_F3731;5.555555555555555;True
CP001037_1_Npun_R0978;22.22222222222222;True
CP001037_1_Npun_R1082;5.555555555555555;True
CP001037_1_Npun_R6439;77.77777777777779;True
CP001037_1_Npun_F5157;61.111111111111114;False
CP001037_1_Npun_F0552;5.555555555555555;True
CP001037_1_Npun_F2565;5.555555555555555;True
CP001037_1_Npun_R2267;22.22222222222222;True
CP001037_1_Npun_R4457;38.88888888888889;True
