NZ_CP014267_1_AXA72_RS02980	CP001037_1_Npun_F4986	45.8
NZ_CP014267_1_AXA72_RS02980	CP001037_1_Npun_F4987	44.6
NZ_CP014267_1_AXA72_RS02980	CP001037_1_Npun_F4987	32.3
NZ_CP014267_1_AXA72_RS00125	CP001037_1_Npun_F5930	36.9
NZ_CP014267_1_AXA72_RS00360	CP001037_1_Npun_F4344	37.3
NZ_CP014267_1_AXA72_RS01210	CP001037_1_Npun_R5570	38.5
NZ_CP014267_1_AXA72_RS02025	CP001037_1_Npun_F3946	33.0
NZ_CP014267_1_AXA72_RS00275	CP001037_1_Npun_R1564	44.8
NZ_CP014267_1_AXA72_RS02200	CP001037_1_Npun_F4156	33.4
NZ_CP014267_1_AXA72_RS02200	CP001037_1_Npun_F1478	21.7
NZ_CP014267_1_AXA72_RS02200	CP001037_1_Npun_R4682	20.9
NZ_CP014267_1_AXA72_RS02200	CP001037_1_Npun_R0092	26.3
NZ_CP014267_1_AXA72_RS02830	CP001037_1_Npun_F2914	46.4
NZ_CP014267_1_AXA72_RS01290	CP001037_1_Npun_F3951	24.3
NZ_CP014267_1_AXA72_RS01475	CP001037_1_Npun_R4571	31.7
NZ_CP014267_1_AXA72_RS01475	CP001037_1_Npun_F1754	29.6
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R6545	30.0
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F3464	28.7
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F1766	33.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R4085	33.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F3778	34.4
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F3830	27.2
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R4071	29.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R1361	26.7
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F0342	33.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R2272	34.7
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F5679	26.8
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F6306	31.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R0011	26.0
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F2670	33.3
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F5309	25.5
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F2369	29.4
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R0292	27.6
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R6625	25.7
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R5780	27.0
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R0693	26.2
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R1547	27.1
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R5782	24.9
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R0973	25.6
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_F1910	28.6
NZ_CP014267_1_AXA72_RS01410	CP001037_1_Npun_R2916	23.9
NZ_CP014267_1_AXA72_RS03595	CP001037_1_Npun_R4351	43.0
NZ_CP014267_1_AXA72_RS03480	CP001037_1_Npun_R3508	55.0
NZ_CP014267_1_AXA72_RS02235	CP001037_1_Npun_R3470	32.2
NZ_CP014267_1_AXA72_RS02235	CP001037_1_Npun_R1984	28.9
NZ_CP014267_1_AXA72_RS02235	CP001037_1_Npun_F0920	27.3
NZ_CP014267_1_AXA72_RS03615	CP001037_1_Npun_F6136	32.0
NZ_CP014267_1_AXA72_RS02180	CP001037_1_Npun_R3936	33.2
NZ_CP014267_1_AXA72_RS00995	CP001037_1_Npun_R4389	34.0
NZ_CP014267_1_AXA72_RS01435	CP001037_1_Npun_R2550	31.7
