AP018499.1_LLCC_0001	AP018499.1_LLCC_0001	100.0
AP018499.1_LLCC_0002	AP018499.1_LLCC_0002	100.0
AP018499.1_LLCC_0009	AP018499.1_LLCC_0009	100.0
AP018499.1_LLCC_0022	AP018499.1_LLCC_0022	100.0
AP018499.1_LLCC_0023	AP018499.1_LLCC_0023	100.0
AP018499.1_LLCC_0024	AP018499.1_LLCC_0024	100.0
AP018499.1_LLCC_0024	AP018499.1_LLCC_0235	41.1
AP018499.1_LLCC_0025	AP018499.1_LLCC_0025	100.0
AP018499.1_LLCC_0026	AP018499.1_LLCC_0026	100.0
AP018499.1_LLCC_0027	AP018499.1_LLCC_0027	100.0
AP018499.1_LLCC_0027	AP018499.1_LLCC_1778	48.4
AP018499.1_LLCC_0027	AP018499.1_LLCC_2319	47.0
AP018499.1_LLCC_0027	AP018499.1_LLCC_2525	41.9
AP018499.1_LLCC_0028	AP018499.1_LLCC_0028	100.0
AP018499.1_LLCC_0029	AP018499.1_LLCC_0029	100.0
AP018499.1_LLCC_0030	AP018499.1_LLCC_0030	100.0
AP018499.1_LLCC_0030	AP018499.1_LLCC_0147	26.9
AP018499.1_LLCC_0031	AP018499.1_LLCC_0031	100.0
AP018499.1_LLCC_0032	AP018499.1_LLCC_0032	100.0
AP018499.1_LLCC_0032	AP018499.1_LLCC_0298	31.6
AP018499.1_LLCC_0033	AP018499.1_LLCC_0033	100.0
AP018499.1_LLCC_0033	AP018499.1_LLCC_2395	67.3
AP018499.1_LLCC_0034	AP018499.1_LLCC_0034	100.0
AP018499.1_LLCC_0034	AP018499.1_LLCC_0193	52.7
AP018499.1_LLCC_0034	AP018499.1_LLCC_0192	52.0
AP018499.1_LLCC_0035	AP018499.1_LLCC_0035	100.0
AP018499.1_LLCC_0035	AP018499.1_LLCC_0193	44.1
AP018499.1_LLCC_0036	AP018499.1_LLCC_0036	100.0
AP018499.1_LLCC_0037	AP018499.1_LLCC_0037	100.0
AP018499.1_LLCC_0037	AP018499.1_LLCC_1120	32.8
AP018499.1_LLCC_0038	AP018499.1_LLCC_0038	100.0
AP018499.1_LLCC_0039	AP018499.1_LLCC_0039	100.0
AP018499.1_LLCC_0040	AP018499.1_LLCC_0040	100.0
AP018499.1_LLCC_0041	AP018499.1_LLCC_0041	100.0
AP018499.1_LLCC_0042	AP018499.1_LLCC_0042	100.0
AP018499.1_LLCC_0042	AP018499.1_LLCC_1375	50.0
AP018499.1_LLCC_0042	AP018499.1_LLCC_1930	35.3
AP018499.1_LLCC_0042	AP018499.1_LLCC_0212	35.1
AP018499.1_LLCC_0042	AP018499.1_LLCC_0215	38.8
AP018499.1_LLCC_0042	AP018499.1_LLCC_2186	37.8
AP018499.1_LLCC_0042	AP018499.1_LLCC_0926	33.3
